,page_id,title,attribute,text_offset_start_line_id,text_offset_start_offset,text_text,html_offset_start_line_id,html_offset_start_offset,html_text,text_offset_end_line_id,text_offset_end_offset,html_offset_end_line_id,html_offset_end_offset,system_03011,system_10011,system_05010,system_07011,system_02010,system_01011,text_offset_start,text_offset_end,html_offset_start,html_offset_end,correct
1396,145876,猪苗代湖,水質（淡水・汽水）,46,11,淡水,46,411,淡水,46,13,46,413,True,,,,,,2699,2701,11796,11798,
1397,145876,猪苗代湖,水質（淡水・汽水）,47,0,淡水,47,0,淡水,47,2,47,2,,True,True,True,True,,2704,2706,11840,11842,True
1398,145876,猪苗代湖,水質（淡水・汽水）,47,0,淡水[4],47,0,"淡水<sup id=""cite_ref-.E6.97.A5.E6.9C.AC.E3.81.AE.E4.B8.BB.E3.81.AA.E6.B9.96.E6.B2.BC_4-3"" class=""reference""><a href=""#cite_note-.E6.97.A5.E6.9C.AC.E3.81.AE.E4.B8.BB.E3.81.AA.E6.B9.96.E6.B2.BC-4"">&#91;4&#93;",47,5,47,205,,,,,,True,2704,2709,11840,12045,
1399,145876,猪苗代湖,水質（淡水・汽水）,73,1,酸性,73,75,酸性,73,3,73,77,,,,,True,,3049,3051,17182,17184,
1400,145876,猪苗代湖,読み,50,5,いなわしろこ,50,15,いなわしろこ,50,11,50,21,True,True,True,True,True,,2753,2759,13104,13110,True
1401,145876,猪苗代湖,種類,50,54,湖,50,515,湖,50,55,50,516,True,True,True,True,True,,2802,2803,13604,13605,True
1402,145876,猪苗代湖,種類,48,0,酸栄養湖,48,0,酸栄養湖,48,4,48,4,,True,True,True,True,,2712,2716,12287,12291,True
1403,145876,猪苗代湖,種類,46,0,構造湖,46,61,構造湖,46,3,46,64,,,,,True,,2688,2691,11446,11449,
1404,145876,猪苗代湖,種類,46,7,断層湖,46,282,断層湖,46,10,46,285,,,,,True,,2695,2698,11667,11670,
1405,145876,猪苗代湖,種類,70,88,湖,70,731,湖,70,89,70,732,,,,,True,,3028,3029,16902,16903,True
1406,145876,猪苗代湖,別名,50,68,天鏡湖,50,751,天鏡湖,50,71,50,754,True,,,,True,,2816,2819,13840,13843,True
1407,145876,猪苗代湖,別名,50,72,てんきょうこ,50,755,てんきょうこ,50,78,50,761,True,,,,True,,2820,2826,13844,13850,True
1408,145876,猪苗代湖,別名,89,64,白鳥,89,357,白鳥,89,66,89,359,,True,,,,,4711,4713,27060,27062,
1409,145876,猪苗代湖,別名,92,22,ハクチョウ,92,106,ハクチョウ,92,27,92,111,,True,,,,,4863,4868,27867,27872,
1410,145876,猪苗代湖,別名,50,0,猪苗代湖,50,6,猪苗代湖,50,4,50,10,,,,True,,,2748,2752,13095,13099,
1411,145876,猪苗代湖,別名,92,17,猪苗代湖,92,20,猪苗代湖,92,21,92,24,,,,True,,,4858,4862,27781,27785,
1412,145876,猪苗代湖,水面標高,70,70,514m,70,713,514m,70,74,70,717,True,True,True,True,True,,3010,3014,16884,16888,True
1413,145876,猪苗代湖,水面標高,45,0,514[3][2],45,0,"514<sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E7.B3.BBp41_3-2"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E7.B3.BBp41-3"">&#91;3&#93;</a></sup><sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48_2-2"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48-2"">&#91;2&#93;",45,9,45,341,,True,,,,,2671,2680,10652,10993,
1414,145876,猪苗代湖,水面標高,45,0,514[3][2][4]  m,45,0,"514<sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E7.B3.BBp41_3-2"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E7.B3.BBp41-3"">&#91;3&#93;</a></sup><sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48_2-2"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48-2"">&#91;2&#93;</a></sup><sup id=""cite_ref-.E6.97.A5.E6.9C.AC.E3.81.AE.E4.B8.BB.E3.81.AA.E6.B9.96.E6.B2.BC_4-1"" class=""reference""><a href=""#cite_note-.E6.97.A5.E6.9C.AC.E3.81.AE.E4.B8.BB.E3.81.AA.E6.B9.96.E6.B2.BC-4"">&#91;4&#93;</a></sup>  m",45,15,45,567,,,,True,True,True,2671,2686,10652,11219,True
1415,145876,猪苗代湖,公園,70,93,磐梯朝日国立公園,70,847,磐梯朝日国立公園,70,101,70,855,True,True,,True,True,,3033,3041,17018,17026,True
1416,145876,猪苗代湖,公園,70,39,日本,70,603,日本,70,41,70,605,,True,,,,,2979,2981,16774,16776,
1417,145876,猪苗代湖,流入・流出河川,73,27,酸川,73,225,酸川,73,29,73,227,True,,,True,,,3075,3077,17332,17334,
1418,145876,猪苗代湖,流入・流出河川,73,32,長瀬川,73,327,長瀬川,73,35,73,330,True,True,,True,True,,3080,3083,17434,17437,True
1419,145876,猪苗代湖,流入・流出河川,88,254,猪苗代,88,1310,猪苗代,88,257,88,1313,True,,,,,,4472,4475,25625,25628,
1420,145876,猪苗代湖,流入・流出河川,79,205,日橋川,79,1507,日橋川,79,208,79,1510,,True,,,True,,3760,3763,22151,22154,True
1421,145876,猪苗代湖,流入・流出河川,88,222,日橋川,88,1189,日橋川,88,225,88,1192,,True,,,True,,4440,4443,25504,25507,True
1422,145876,猪苗代湖,流入・流出河川,88,336,日橋川,88,1770,日橋川,88,339,88,1773,,True,,,True,,4554,4557,26085,26088,True
1423,145876,猪苗代湖,流入・流出河川,50,80,阿賀野川,50,834,阿賀野川,50,84,50,838,,,,True,True,,2828,2832,13923,13927,
1424,145876,猪苗代湖,流入・流出河川,88,182,阿武隈川,88,1084,阿武隈川,88,186,88,1088,,,,True,True,,4400,4404,25399,25403,
1425,145876,猪苗代湖,形成時期,79,0,第四紀以降,79,64,第四紀</a>以降,79,5,79,73,True,,,,,,3555,3560,20708,20717,
1426,145876,猪苗代湖,形成時期,79,29,新第三紀,79,361,新第三紀,79,33,79,365,True,,,,,,3584,3588,21005,21009,
1427,145876,猪苗代湖,形成時期,80,0,縄文時代中期から後期,80,78,縄文時代</a>中期から後期,80,10,80,92,True,,,,,,3805,3815,22416,22430,
1428,145876,猪苗代湖,形成時期,81,14,約2万年前,81,116,約2万年前,81,19,81,121,True,,,True,,,3886,3891,22822,22827,
1429,145876,猪苗代湖,形成時期,46,0,構造湖,46,61,構造湖,46,3,46,64,,True,,,,,2688,2691,11446,11449,
1430,145876,猪苗代湖,形成時期,46,15,"水
淡",46,415,"水</th><td class="""" style="""" itemprop="""">
淡",47,1,47,1,,True,,,,,2703,2705,11800,11841,
1431,145876,猪苗代湖,形成時期,46,15,水,46,415,水,46,16,46,416,,True,,,,,2703,2704,11800,11801,
1432,145876,猪苗代湖,形成時期,79,137,万2,79,954,万2,79,139,79,956,,,,,True,,3692,3694,21598,21600,
1433,145876,猪苗代湖,形成時期,79,140,年,79,957,年,79,141,79,958,,,,,True,,3695,3696,21601,21602,
1434,145876,猪苗代湖,産業,88,281,農業,88,1402,農業,88,283,88,1404,True,True,,,,,4499,4501,25717,25719,
1435,145876,猪苗代湖,産業,87,63,農業,87,461,農業,87,65,87,463,,True,,True,,,4176,4178,24105,24107,
1436,145876,猪苗代湖,産業,88,46,農業,88,258,農業,88,48,88,260,,True,,True,,,4264,4266,24573,24575,
1437,145876,猪苗代湖,産業,89,14,観光,89,21,観光,89,16,89,23,,True,,,,,4661,4663,26724,26726,True
1438,145876,猪苗代湖,産業,89,57,観光,89,269,観光,89,59,89,271,,True,,,,,4704,4706,26972,26974,
1439,145876,猪苗代湖,産業,74,29,農業,74,36,農業,74,31,74,38,,,,,True,,3301,3303,19099,19101,
1440,145876,猪苗代湖,観光地,89,109,天鏡閣,89,611,天鏡閣,89,112,89,614,True,True,,,True,,4756,4759,27314,27317,True
1441,145876,猪苗代湖,観光地,89,120,野口英世記念館,89,808,野口英世記念館,89,127,89,815,True,True,,,True,,4767,4774,27511,27518,
1442,145876,猪苗代湖,観光地,89,120,野口,89,808,野口,89,122,89,810,,True,,,,,4767,4769,27511,27513,
1443,145876,猪苗代湖,観光地,89,177,しぶき氷,89,940,しぶき氷,89,181,89,944,,True,,,,,4824,4828,27643,27647,True
1444,145876,猪苗代湖,観光地,92,1,猪苗代湖のミズスギゴケ群落,92,4,猪苗代湖のミズスギゴケ群落,92,14,92,17,,True,,,,,4842,4855,27765,27778,True
1445,145876,猪苗代湖,観光地,92,17,猪苗代湖のハクチョウおよびその渡来地,92,20,"猪苗代湖の<a href=""/index.php/%E3%83%8F%E3%82%AF%E3%83%81%E3%83%A7%E3%82%A6"" title=""ハクチョウ"">ハクチョウ</a>およびその渡来地",92,35,92,123,,True,,,,,4858,4876,27781,27884,True
1446,145876,猪苗代湖,観光地,95,1,上戸浜,95,70,上戸浜,95,4,95,73,,True,,,True,,4898,4901,28139,28142,
1447,145876,猪苗代湖,観光地,96,1,志田浜,96,66,志田浜,96,4,96,69,,True,,,True,,4902,4905,28217,28220,
1448,145876,猪苗代湖,観光地,97,1,白鳥浜,97,125,白鳥浜,97,4,97,128,,True,,,,,4906,4909,28354,28357,
1449,145876,猪苗代湖,観光地,98,1,長浜,98,162,長浜,98,3,98,164,,True,,,,,4910,4912,28528,28530,
1450,145876,猪苗代湖,観光地,99,1,天神浜,99,124,天神浜,99,4,99,127,,True,,,,,4913,4916,28663,28666,
1451,145876,猪苗代湖,観光地,100,1,中田浜,100,125,中田浜,100,4,100,128,,True,,,,,4917,4920,28800,28803,
1452,145876,猪苗代湖,観光地,101,1,崎川浜,101,125,崎川浜,101,4,101,128,,True,,,,,4921,4924,28937,28940,
1453,145876,猪苗代湖,観光地,102,1,秋山浜,102,125,秋山浜,102,4,102,128,,True,,,,,4925,4928,29074,29077,
1454,145876,猪苗代湖,観光地,103,1,小石ヶ浜,103,135,小石ヶ浜,103,5,103,139,,True,,,,,4929,4933,29221,29225,
1455,145876,猪苗代湖,観光地,97,3,浜,97,127,浜,97,4,97,128,,,,,True,,4908,4909,28356,28357,
1456,145876,猪苗代湖,観光地,103,3,ヶ浜,103,137,ヶ浜,103,5,103,139,,,,,True,,4931,4933,29223,29225,
1457,145876,猪苗代湖,植物,92,6,ミズスギゴケ,92,9,ミズスギゴケ,92,12,92,15,True,True,,,,,4847,4853,27770,27776,True
1458,145876,猪苗代湖,植物,92,22,ハ,92,106,ハ,92,23,92,107,,True,,,,,4863,4864,27867,27868,
1459,145876,猪苗代湖,動物,92,22,ハクチョウ,92,106,ハクチョウ,92,27,92,111,True,,,True,True,,4863,4868,27867,27872,True
1460,145876,猪苗代湖,動物,50,68,天鏡湖,50,751,天鏡湖,50,71,50,754,,True,,,,,2816,2819,13840,13843,
1461,145876,猪苗代湖,動物,50,72,てんきょうこ,50,755,てんきょうこ,50,78,50,761,,True,,,,,2820,2826,13844,13850,
1462,145876,猪苗代湖,動物,70,21,霞ケ浦,70,225,霞ケ浦,70,24,70,228,,,,True,,,2961,2964,16396,16399,
1463,145876,猪苗代湖,動物,88,108,分水嶺,88,890,分水嶺,88,111,88,893,,,,True,,,4326,4329,25205,25208,
1464,145876,猪苗代湖,動物,89,37,キャンプ,89,190,キャンプ,89,41,89,194,,,,True,,,4684,4688,26893,26897,
1465,145876,猪苗代湖,動物,89,50,家族,89,258,家族,89,52,89,260,,,,True,,,4697,4699,26961,26963,
1466,145876,猪苗代湖,動物,89,64,白鳥,89,357,白鳥,89,66,89,359,,,,True,,,4711,4713,27060,27062,True
1467,145876,猪苗代湖,島,39,0,北緯37度29分,39,354,北緯37度29分,39,8,39,362,,True,,,,,2396,2404,6712,6720,
1468,145876,猪苗代湖,島,39,21,北緯37.483度,39,553,北緯37.483度,39,30,39,562,,True,,,,,2417,2426,6911,6920,
1469,145876,猪苗代湖,島,39,44,37.483,39,628,37.483,39,50,39,634,,True,,,,,2440,2446,6986,6992,
1470,145876,猪苗代湖,島,39,63,北緯37度29分,39,1173,北緯37度29分,39,71,39,1181,,True,,,,,2459,2467,7531,7539,
1471,145876,猪苗代湖,島,39,84,北緯37.483度,39,1372,北緯37.483度,39,93,39,1381,,True,,,,,2480,2489,7730,7739,
1472,145876,猪苗代湖,島,39,107,37.483,39,1447,37.483,39,113,39,1453,,True,,,,,2503,2509,7805,7811,
1473,145876,猪苗代湖,幅,39,9,東経140度06分,39,394,東経140度06分,39,18,39,403,,True,,,,,2405,2414,6752,6761,
1474,145876,猪苗代湖,幅,39,31,東経140.100度,39,563,東経140.100度,39,41,39,573,,True,,,,,2427,2437,6921,6931,
1475,145876,猪苗代湖,幅,39,52,140.100,39,636,140.100,39,59,39,643,,True,,,,,2448,2455,6994,7001,
1476,145876,猪苗代湖,幅,39,72,東経140度06分,39,1213,東経140度06分,39,81,39,1222,,True,,,,,2468,2477,7571,7580,
1477,145876,猪苗代湖,幅,39,72,東経140,39,1213,東経140,39,77,39,1218,,True,,,,,2468,2473,7571,7576,
1478,145876,猪苗代湖,幅,39,94,東経140.100度,39,1382,東経140.100度,39,104,39,1392,,True,,,,,2490,2500,7740,7750,
1479,145876,猪苗代湖,幅,39,115,140.100,39,1455,140.100,39,122,39,1462,,True,,,,,2511,2518,7813,7820,
1480,145876,猪苗代湖,面積,40,0,"103.24[1] km2周囲長
49[2",40,0,"103.24<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1"">&#91;1&#93;</a></sup> <a href=""/index.php/%E5%B9%B3%E6%96%B9%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""平方キロメートル"">km<sup>2</sup></a></td></tr><tr class="""" style="""" itemprop=""""><th scope=""row"" style=""text-align:left; white-space:nowrap; background: #cedaf2""><a href=""/index.php/%E9%95%B7%E3%81%95"" title=""長さ"">周囲長</a></th><td class="""" style="""" itemprop="""">
49<sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48_2-0"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48-2"">&#91;2",41,4,41,170,,True,,,,,2598,2618,8218,8829,
1481,145876,猪苗代湖,面積,40,0,103.24[1] km2,40,0,"103.24<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1"">&#91;1&#93;</a></sup> <a href=""/index.php/%E5%B9%B3%E6%96%B9%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""平方キロメートル"">km<sup>2",40,13,40,209,,,True,True,True,True,2598,2611,8218,8427,True
1482,145876,猪苗代湖,周囲長,41,0,"49[2]  km最大水深
94.",41,0,"49<sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48_2-0"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48-2"">&#91;2&#93;</a></sup>  <a href=""/index.php/%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""キロメートル"">km</a></td></tr><tr class="""" style="""" itemprop=""""><th scope=""row"" style=""text-align:left; white-space:nowrap; background: #cedaf2"">最大水深</th><td class="""" style="""" itemprop="""">
94.",42,3,42,3,,True,,,,,2614,2630,8659,9114,
1483,145876,猪苗代湖,周囲長,41,0,49[2]  km,41,0,"49<sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48_2-0"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48-2"">&#91;2&#93;</a></sup>  <a href=""/index.php/%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""キロメートル"">km",41,9,41,280,,,,True,True,True,2614,2623,8659,8939,True
1484,145876,猪苗代湖,成因,42,0,94.6[3][4][2] m,42,0,"94.6<sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E7.B3.BBp41_3-0"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E7.B3.BBp41-3"">&#91;3&#93;</a></sup><sup id=""cite_ref-.E6.97.A5.E6.9C.AC.E3.81.AE.E4.B8.BB.E3.81.AA.E6.B9.96.E6.B2.BC_4-0"" class=""reference""><a href=""#cite_note-.E6.97.A5.E6.9C.AC.E3.81.AE.E4.B8.BB.E3.81.AA.E6.B9.96.E6.B2.BC-4"">&#91;4&#93;</a></sup><sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48_2-1"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48-2"">&#91;2&#93;</a></sup> <a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m",42,15,42,638,,True,,,,,2627,2642,9111,9749,
1485,145876,猪苗代湖,成因,44,1,.40 k,44,1,".40 <a href=""/index.php/%E7%AB%8B%E6%96%B9%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""立方メートル"">k",44,6,44,97,,True,,,,,2659,2664,10315,10411,
1486,145876,猪苗代湖,成因,78,53,"猫魔火山と磐梯火山
第四紀以降、東側の川桁断層により盆地の形成が始まり[5]、新第三紀中も西側の会津盆地東縁断層などを含む東西の断層により、現在の猪苗代湖に続く盆地の形成がなされた[13][14]。その後、南方からの火砕流による西側山地の発達を経て、磐梯山による9万年前頃の翁島火砕流堆積物と4万2千年前頃[15]の頭無火砕流堆積物によって、盆地排水部がせき止められ",78,374,"猫魔火山</a>と<a href=""/index.php/%E7%A3%90%E6%A2%AF%E5%B1%B1"" title=""磐梯山"">磐梯火山</a></div></div></div>
<p><a href=""/index.php/%E7%AC%AC%E5%9B%9B%E7%B4%80"" title=""第四紀"">第四紀</a>以降、東側の川桁断層により<a href=""/index.php/%E7%9B%86%E5%9C%B0"" title=""盆地"">盆地</a>の形成が始まり<sup id=""cite_ref-.E8.A7.92.E5.B7.9Dpp120-121_5-1"" class=""reference""><a href=""#cite_note-.E8.A7.92.E5.B7.9Dpp120-121-5"">&#91;5&#93;</a></sup>、<a href=""/index.php/%E6%96%B0%E7%AC%AC%E4%B8%89%E7%B4%80"" title=""新第三紀"">新第三紀</a>中も西側の会津盆地東縁断層などを含む東西の断層により、現在の猪苗代湖に続く盆地の形成がなされた<sup id=""cite_ref-.E4.BC.9A.E6.B4.A5.E8.8B.A5.E6.9D.BE.E5.B8.82.E5.8F.B213p52_13-0"" class=""reference""><a href=""#cite_note-.E4.BC.9A.E6.B4.A5.E8.8B.A5.E6.9D.BE.E5.B8.82.E5.8F.B213p52-13"">&#91;13&#93;</a></sup><sup id=""cite_ref-14"" class=""reference""><a href=""#cite_note-14"">&#91;14&#93;</a></sup>。その後、南方からの<a href=""/index.php/%E7%81%AB%E7%A0%95%E6%B5%81"" title=""火砕流"">火砕流</a>による西側山地の発達を経て、<a href=""/index.php/%E7%A3%90%E6%A2%AF%E5%B1%B1"" title=""磐梯山"">磐梯山</a>による9万年前頃の翁島<a href=""/index.php/%E7%81%AB%E7%A0%95%E6%B5%81"" title=""火砕流"">火砕流</a>堆積物と4万2千年前頃<sup id=""cite_ref-15"" class=""reference""><a href=""#cite_note-15"">&#91;15&#93;</a></sup>の頭無火砕流堆積物によって、盆地排水部がせき止められ",79,173,79,1072,,,True,,,,3546,3728,20548,21716,
1487,145876,猪苗代湖,成因,155,1,"渡辺光, 中野尊正, 山口恵一郎, 武正英",155,5,"渡辺光, 中野尊正, 山口恵一郎, 武正英",155,22,155,26,,,True,,,,6087,6108,39910,39931,
1488,145876,猪苗代湖,成因,35,5,磐梯山山頂からみた猪苗代湖,35,169,磐梯山山頂からみた猪苗代湖,35,18,35,182,,,,True,,,2318,2331,4645,4658,
1489,145876,猪苗代湖,成因,46,0,構造湖,46,61,構造湖,46,3,46,64,,,,True,True,,2688,2691,11446,11449,True
1490,145876,猪苗代湖,成因,46,7,断層湖,46,282,断層湖,46,10,46,285,,,,True,,,2695,2698,11667,11670,True
1491,145876,猪苗代湖,成因,79,0,第四紀以降、東側の川桁断層により盆地の形成が始まり[5]、新第三紀中も西側の会津盆地東縁断層などを含む東西の断層により、現在の猪苗代湖に続く盆地の形成がなされた,79,64,"第四紀</a>以降、東側の川桁断層により<a href=""/index.php/%E7%9B%86%E5%9C%B0"" title=""盆地"">盆地</a>の形成が始まり<sup id=""cite_ref-.E8.A7.92.E5.B7.9Dpp120-121_5-1"" class=""reference""><a href=""#cite_note-.E8.A7.92.E5.B7.9Dpp120-121-5"">&#91;5&#93;</a></sup>、<a href=""/index.php/%E6%96%B0%E7%AC%AC%E4%B8%89%E7%B4%80"" title=""新第三紀"">新第三紀</a>中も西側の会津盆地東縁断層などを含む東西の断層により、現在の猪苗代湖に続く盆地の形成がなされた",79,80,79,416,,,,True,,,3555,3635,20708,21060,
1492,145876,猪苗代湖,成因,79,35,西側の会津盆地東縁断層などを含む東西の断層により、現在の猪苗代湖,79,371,西側の会津盆地東縁断層などを含む東西の断層により、現在の猪苗代湖,79,67,79,403,,,,True,,,3590,3622,21015,21047,
1493,145876,猪苗代湖,成因,79,98,火砕流,79,781,火砕流,79,101,79,784,,,,,True,,3653,3656,21425,21428,
1494,145876,猪苗代湖,成因,79,114,、磐梯山による9万年前頃の翁島火砕流堆積物と4万2千年前頃[15]の頭無火砕流堆積物によって、盆地排水部がせき止められ、湖盆地形が形成され,79,801,"、<a href=""/index.php/%E7%A3%90%E6%A2%AF%E5%B1%B1"" title=""磐梯山"">磐梯山</a>による9万年前頃の翁島<a href=""/index.php/%E7%81%AB%E7%A0%95%E6%B5%81"" title=""火砕流"">火砕流</a>堆積物と4万2千年前頃<sup id=""cite_ref-15"" class=""reference""><a href=""#cite_note-15"">&#91;15&#93;</a></sup>の頭無火砕流堆積物によって、盆地排水部がせき止められ、湖盆地形が形成され",79,183,79,1082,,,,,True,,3669,3738,21445,21726,
1495,145876,猪苗代湖,貯水量,44,0,5.40 km3,44,0,"5.40 <a href=""/index.php/%E7%AB%8B%E6%96%B9%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""立方メートル"">km<sup>3",44,8,44,104,,True,True,True,True,True,2658,2666,10314,10418,True
1496,145876,猪苗代湖,透明度,49,0,12.0 m,49,0,12.0 m,49,6,49,6,,True,True,True,True,,2719,2725,12523,12529,True
1497,145876,猪苗代湖,平均水深,43,0,51.5[3] m,43,0,"51.5<sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E7.B3.BBp41_3-1"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E7.B3.BBp41-3"">&#91;3&#93;</a></sup> m",43,9,43,171,,,True,True,True,,2646,2655,9921,10092,True
1498,145876,猪苗代湖,最大水深,42,0,94.6[3][4][2] m,42,0,"94.6<sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E7.B3.BBp41_3-0"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E7.B3.BBp41-3"">&#91;3&#93;</a></sup><sup id=""cite_ref-.E6.97.A5.E6.9C.AC.E3.81.AE.E4.B8.BB.E3.81.AA.E6.B9.96.E6.B2.BC_4-0"" class=""reference""><a href=""#cite_note-.E6.97.A5.E6.9C.AC.E3.81.AE.E4.B8.BB.E3.81.AA.E6.B9.96.E6.B2.BC-4"">&#91;4&#93;</a></sup><sup id=""cite_ref-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48_2-1"" class=""reference""><a href=""#cite_note-.E5.9C.B0.E5.90.8D.E5.A4.A7.E8.BE.9E.E5.85.B8p48-2"">&#91;2&#93;</a></sup> <a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m",42,15,42,638,,,,True,True,True,2627,2642,9111,9749,True
1499,145876,猪苗代湖,名前の謂れ,84,33,れてしまう。そこで別の村で米をといでいた翁という名前の貧しい女に米のとぎ水を乞うと、快く飲ませてもらえた。その翌日、磐梯山が噴火して周囲の52の村が陥没して湖底に沈んでしまったが、弘法大師に水を飲ませた翁の家だけは湖底に沈まず、島となった。これが翁島だという伝説が会津地方に伝わる,84,91,"れてしまう。そこで別の村で米をといでいた翁という名前の貧しい<a href=""/index.php/%E5%A5%B3"" class=""mw-redirect"" title=""女"">女</a>に米のとぎ水を乞うと、快く飲ませてもらえた。その翌日、磐梯山が<a href=""/index.php/%E5%99%B4%E7%81%AB"" title=""噴火"">噴火</a>して周囲の52の村が陥没して湖底に沈んでしまったが、弘法大師に水を飲ませた翁の家だけは湖底に沈まず、島となった。これが<a href=""/index.php/%E7%BF%81%E5%B3%B6"" title=""翁島"">翁島</a>だという伝説が会津地方に伝わる",84,173,84,406,,,,,True,,3970,4110,23256,23571,
1500,145876,猪苗代湖,橋・トンネル,88,226,十六橋,88,1278,十六橋,88,229,88,1281,,,,,True,,4444,4447,25593,25596,
1501,145876,猪苗代湖,湖岸の地域区分,88,306,市,88,1508,市,88,307,88,1509,,,,,True,,4524,4525,25823,25824,
1502,1463539,平池 (和歌山県),国,36,5,日本,36,167,日本,36,7,36,169,True,True,True,True,True,,2378,2380,5014,5016,True
1503,1463539,平池 (和歌山県),所在地,36,8,和歌山県紀の川市貴志川町神戸,36,245,"和歌山県</a><a href=""/index.php/%E7%B4%80%E3%81%AE%E5%B7%9D%E5%B8%82"" title=""紀の川市"">紀の川市</a>貴志川町神戸",36,22,36,338,True,True,True,True,True,,2381,2395,5092,5185,True
1504,1463539,平池 (和歌山県),所在地,41,10,和歌山県紀の川市貴志川町神戸,41,91,"和歌山県</a><a href=""/index.php/%E7%B4%80%E3%81%AE%E5%B7%9D%E5%B8%82"" title=""紀の川市"">紀の川市</a>貴志川町神戸",41,24,41,184,True,True,True,True,True,,2500,2514,7060,7153,True
1505,1463539,平池 (和歌山県),面積,37,0,0.13 km2,37,0,"0.13 <a href=""/index.php/%E5%B9%B3%E6%96%B9%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""平方キロメートル"">km<sup>2",37,8,37,124,True,True,True,True,True,True,2397,2405,5406,5530,True
1506,1463539,平池 (和歌山県),面積,41,32,約13ヘクタール,41,272,"約13<a href=""/index.php/%E3%83%98%E3%82%AF%E3%82%BF%E3%83%BC%E3%83%AB"" title=""ヘクタール"">ヘクタール",41,40,41,361,True,True,,True,True,,2522,2530,7241,7330,True
1507,1463539,平池 (和歌山県),周囲長,38,0,1.5  km,38,0,"1.5  <a href=""/index.php/%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""キロメートル"">km",38,7,38,98,True,True,True,True,True,True,2408,2415,5762,5860,True
1508,1463539,平池 (和歌山県),周囲長,41,43,1.5キロメートル,41,368,"1.5<a href=""/index.php/%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""キロメートル"">キロメートル",41,52,41,468,True,True,True,True,True,,2533,2542,7337,7437,True
1509,1463539,平池 (和歌山県),水質（淡水・汽水）,38,10,汽水,38,230,汽水,38,12,38,232,True,,,,,,2418,2420,5992,5994,
