,level_0,index,page_id,system_dicision,crowd_dicision,correct,text,attribute,system_out,crowd_out
1703,2290,2290,183867,0,0,1,"['中', '禅', '寺']",観光地,0.1666666666666666,0.0
1704,7559,7559,569950,0,0,0,"['もしくは', 'その', '池', 'が', '出現', 'する', 'く', 'ぼ', '地', 'の', 'こと']",名前の謂れ,0.1666666666666666,0.0
1705,3567,3567,2280167,1,1,1,['アルバニア'],国,0.5,0.0
1706,1361,1361,1452758,1,0,0,"['西経', '67', '度', '48', '分', '44', '秒']",幅,0.1666666666666666,0.0
1707,1909,1909,1681249,0,1,1,['エダム・フォレンダム'],湖岸の地域区分,0.5,0.0
1708,4804,4804,2978850,0,0,0,['クワッガガイ'],別名,0.1666666666666666,0.0
1709,882,882,134839,0,1,1,['湖'],種類,0.8333333333333334,0.0
1710,692,692,1163585,0,0,0,['田島'],湖岸の地域区分,0.1666666666666666,0.0
1711,7601,7601,666291,0,0,0,"['42', '.', '006']",座標・緯度,0.1666666666666666,0.0
1712,5542,5542,3249598,0,0,0,['カルガモ'],別名,0.1666666666666666,0.0
1713,1540,1540,1463539,0,0,1,"['平池', '野鳥', '観察', '公園']",観光地,0.1666666666666666,0.0
1714,5396,5396,3249598,1,1,1,"['み', 'ずしり', 'の', 'いけ']",読み,0.6666666666666666,0.0
1715,1807,1807,159245,1,0,0,"['西経', '87', '度']",幅,0.1666666666666666,0.0
1716,149,149,1050701,0,0,0,"['東経', '139', '度', '6', '分', '20', '秒']",幅,0.1666666666666666,0.0
1717,8610,8610,97785,1,0,0,"['244', 'm']",水深,0.3333333333333333,0.0
1718,5451,5451,3249598,1,0,0,['カモ'],動物,0.3333333333333333,0.0
1719,2533,2533,192531,1,0,0,"['Türkçe', '版']",湖岸の地域区分,0.1666666666666666,0.0
1720,2022,2022,172318,0,0,0,"['北緯', '43', '.', '63667']",座標・緯度,0.1666666666666666,0.0
1721,6092,6092,376231,1,0,0,"['東経', '137', '度', '50', '分', '36', '秒']",幅,0.1666666666666666,0.0
1722,6372,6372,436539,0,0,0,"['北緯', '40', '度', '50', '分', '18', '秒']",島,0.1666666666666666,0.0
1723,6484,6484,470196,1,1,0,"['93', '.', '5', 'm']",最大水深,0.5,0.0
1724,5954,5954,3550700,0,0,0,"['17', '▁', 'km', '▁', '(', '11']",座標・経度,0.1666666666666666,0.0
1725,5042,5042,2978850,1,1,1,['カワカマス'],動物,0.5,0.0
1726,3206,3206,2190009,0,0,0,"['へら', '鮒']",別名,0.1666666666666666,0.0
1727,5443,5443,3249598,0,0,0,['ヒシ'],動物,0.1666666666666666,0.0
1728,2238,2238,183867,1,1,1,['ウグイ'],動物,0.6666666666666666,0.0
1729,1829,1829,1594389,1,1,0,"['北緯', '36', '度', '48', '分', '48', '秒']",座標・緯度,0.6666666666666666,0.0
1730,244,244,1054775,0,0,0,"['Webster', '▁', 'Lake']",動物,0.1666666666666666,0.0
1731,7284,7284,54796,1,0,1,['ラシュト'],湖岸の地域区分,0.3333333333333333,0.0
1732,4373,4373,27167,1,0,0,['カルデラ'],種類,0.1666666666666666,0.0
1733,4604,4604,2802797,0,0,0,"['マガジャネス・イ・デ・ラ・アンタルティカ・チレーナ', '州']",所在地,0.1666666666666666,0.0
1734,1002,1002,141263,0,0,0,"['堰', '止', '湖']",成因,0.1666666666666666,0.0
1735,5772,5772,3323513,0,0,0,"['ラレオ', '貯水池']",動物,0.1666666666666666,0.0
1736,3192,3192,2190009,1,0,0,"['清久', '大池']",構成する湖沼,0.1666666666666666,0.0
1737,580,580,1146256,0,1,1,['湖'],種類,0.6666666666666666,0.0
1738,4352,4352,27167,1,0,0,['141'],座標・経度,0.1666666666666666,0.0
1739,4546,4546,2802797,1,1,0,"['西経', '67', '度', '59', '分']",座標・経度,0.6666666666666666,0.0
1740,3862,3862,2378497,0,0,0,"['北緯', '64', '.', '617', '度']",島,0.1666666666666666,0.0
1741,4086,4086,2390786,0,0,0,"['北緯', '32', '度', '50', '分', '28', '秒']",島,0.1666666666666666,0.0
1742,7489,7489,54796,1,0,0,"['塩分', '濃度', 'が', '世界', 'の', '海', 'の', '1', '/', '3', 'に', 'なっ', 'た', 'の', 'は', '一度', '干上がり', '、', '塩分', 'が', '岩塩', 'として', '沈殿', 'し', 'た', 'ため', 'と', '考え', 'られる']",成因,0.1666666666666666,0.0
1743,3463,3463,2267968,1,0,0,"['小天', '橋']",流入・流出河川,0.1666666666666666,0.0
1744,7590,7590,666291,1,0,0,"['吉林', '省', 'と', '朝鮮民主主義人民共和国', '両', '江道', 'の', '国境', '線', '上', 'に', '位置', 'する']",所在地,0.1666666666666666,0.0
1745,6242,6242,427667,0,0,0,['החולה'],別名,0.1666666666666666,0.0
1746,453,453,1114951,1,1,0,"['北緯', '25', '度', '45', '分', '48', '秒']",座標・緯度,0.6666666666666666,0.0
1747,2219,2219,183867,0,0,0,"['北緯', '36', '度', '44', '分', '26', '秒']",島,0.1666666666666666,0.0
1748,5205,5205,3107872,0,0,0,"['宝蔵寺', '沼']",観光地,0.1666666666666666,0.0
1749,4263,4263,252336,1,0,1,['白鳥'],動物,0.3333333333333333,0.0
1750,3030,3030,2035418,0,0,0,['136'],幅,0.1666666666666666,0.0
1751,1526,1526,1463539,1,0,0,['灌漑'],成因,0.1666666666666666,0.0
1752,3436,3436,2267968,0,1,1,"['20', '.', '6', '▁', 'm']",最大水深,0.8333333333333334,0.0
1753,2656,2656,1954629,0,1,1,"['ンバモウ', '島']",島,0.6666666666666666,0.0
1754,3694,3694,2354120,0,0,0,"['赤坂', '川', '上流', 'の', '窪地', 'に', '堰堤', 'を', '着手', '、']",成因,0.1666666666666666,0.0
1755,3785,3785,2358976,0,0,0,"['氷河', 'に', '覆わ', 'れ', 'た', '火口', 'において', '、', '氷', 'が', '溶け', 'て', '水', 'と', 'なっ', 'て', 'いる', 'ため', 'に']",成因,0.1666666666666666,0.0
1756,3068,3068,2040069,0,1,1,['ボツワナ'],国,0.5,0.0
1757,6091,6091,376231,0,0,0,"['36', '.', '59806']",島,0.1666666666666666,0.0
1758,1125,1125,141263,0,1,1,"['約', '5', 'km']",幅,0.6666666666666666,0.0
1759,4501,4501,27167,1,0,0,"['東経', '141', '.', '33333', '度']",幅,0.1666666666666666,0.0
1760,6860,6860,530799,1,1,0,"['北緯', '35', '度', '3', '分', '28', '秒']",座標・緯度,0.6666666666666666,0.0
1761,4849,4849,2978850,1,0,0,"['コロラド', '川', '協定', 'の', '上流', '州']",所在地,0.1666666666666666,0.0
1762,2624,2624,192615,1,0,0,"['65', '▁', 'mi']",周囲長,0.1666666666666666,0.0
1763,7588,7588,666291,0,0,0,"['中', '朝', '国境']",所在地,0.1666666666666666,0.0
1764,1686,1686,1570369,1,1,0,['カバ'],動物,0.5,0.0
1765,5394,5394,3249598,1,0,0,"['通年', '池']",種類,0.1666666666666666,0.0
1766,7669,7669,666576,0,1,1,['人造湖'],成因,0.5,0.0
1767,6536,6536,486835,0,1,1,['ロシア'],国,0.8333333333333334,0.0
1768,7524,7524,54796,0,0,0,"['190', 'm']",最大水深,0.1666666666666666,0.0
1769,5283,5283,312243,1,1,1,"['155', '.', '3', 'km', '2']",面積,0.5,0.0
1770,1776,1776,159245,1,0,0,"['インディアナ', '州', '北部']",湖岸の地域区分,0.1666666666666666,0.0
1771,3564,3564,2280167,0,1,1,['マケドニア'],国,0.8333333333333334,0.0
1772,4869,4869,2978850,1,0,0,"['-', '111', '.', '48417']",座標・経度,0.3333333333333333,0.0
1773,7361,7361,54796,0,0,0,"['русский', '版']",別名,0.1666666666666666,0.0
1774,3164,3164,2159741,0,0,0,['ཡར་འབྲོག་གཡུ་མཚོ་'],動物,0.1666666666666666,0.0
1775,2679,2679,1954629,0,0,0,"['10', 'ｍ', '程度']",平均水深,0.1666666666666666,0.0
1776,8541,8541,960251,0,0,0,"['ルイ', '14', '世', '時代', 'の', 'フランス', 'の', '海運', '大臣', 'で', 'あり', '財務', '大臣', 'で', 'あっ', 'た']",名前の謂れ,0.1666666666666666,0.0
1777,3483,3483,2267968,0,0,1,['クルマエビ'],動物,0.1666666666666666,0.0
1778,1637,1637,1570369,0,1,1,"['1', ',', '000', '▁', '▁', 'm']",水面標高,0.8333333333333334,0.0
1779,3528,3528,2267968,0,0,0,['オオハクチョウ'],別名,0.1666666666666666,0.0
1780,27,27,1014896,1,0,0,['文部省'],観光地,0.1666666666666666,0.0
1781,5554,5554,3249598,0,0,0,['ダイサギ'],別名,0.1666666666666666,0.0
1782,6877,6877,536433,0,1,1,"['青森', '県', '北津軽', '郡', '鶴田', '町']",所在地,0.8333333333333334,0.0
1783,2548,2548,192531,0,0,1,['アーモンド'],植物,0.1666666666666666,0.0
1784,530,530,1114951,0,0,1,"['大', '理', '鯉']",動物,0.1666666666666666,0.0
1785,3181,3181,2190009,0,0,0,"['久喜', '市内']",所在地,0.1666666666666666,0.0
1786,3626,3626,2280167,1,0,0,"['190', '平方キロ']",面積,0.3333333333333333,0.0
1787,5997,5997,3550700,1,1,1,"['11', '▁', 'mi']",幅,0.5,0.0
1788,3794,3794,2358976,0,0,0,['スケイザルアゥ'],流入・流出河川,0.1666666666666666,0.0
1789,4305,4305,2606120,1,1,1,['池'],種類,0.6666666666666666,0.0
1790,5571,5571,3249598,0,0,0,['フナ'],別名,0.1666666666666666,0.0
1791,164,164,1050701,0,0,0,['吉田'],国,0.1666666666666666,0.0
1792,6827,6827,530799,0,0,0,"['美', '曽', '呂', '池']",動物,0.1666666666666666,0.0
1793,7738,7738,666576,0,0,0,['蝶'],別名,0.1666666666666666,0.0
1794,2315,2315,183867,1,0,0,"['Oncorhynchus', '▁', 'masou']",別名,0.3333333333333333,0.0
1795,4308,4308,2606120,1,0,1,"['井田', 'の', '明神池']",別名,0.3333333333333333,0.0
1796,6956,6956,536433,0,0,0,"['40', '.', '74611']",島,0.1666666666666666,0.0
1797,7490,7490,54796,1,0,0,"['一度', '干上がり', '、', '塩分', 'が', '岩塩', 'として', '沈殿', 'し', 'た', 'ため', 'と', '考え', 'られる']",成因,0.1666666666666666,0.0
1798,4578,4578,2802797,0,1,1,['チリ'],国,0.5,0.0
1799,1242,1242,143182,0,0,1,['蛍'],動物,0.1666666666666666,0.0
1800,5991,5991,3550700,0,0,0,['ブラックレイク'],動物,0.1666666666666666,0.0
1801,3518,3518,2267968,0,0,0,"['1', '.', '3', 'm']",水深,0.1666666666666666,0.0
1802,3684,3684,2354120,1,0,0,"['35', '.', '44917']",座標・緯度,0.3333333333333333,0.0
1803,7753,7753,666576,0,0,0,['ミシシッピアカミミガメ'],別名,0.1666666666666666,0.0
1804,5689,5689,3260984,0,0,1,"['カールーン', '湖']",構成する湖沼,0.1666666666666666,0.0
1805,7197,7197,54796,0,0,1,"['ロシア', '・', 'ソビエト', '連邦', '社会', '主義', '共和', '国']",国,0.1666666666666666,0.0
1806,6355,6355,436539,0,0,0,"['コッシオ', 'の', '洞窟', 'として', '知ら', 'れる', '戦車', 'が', '通れる', '幅', 'を', '確保', 'し', 'た', '全長', '1', 'km', 'の', '地下', '通路', 'によって', 'ギリシャ', 'の', '植民', '地', 'クーマエ']",成因,0.1666666666666666,0.0
1807,4531,4531,27167,0,0,0,['水明郷'],構成する湖沼,0.1666666666666666,0.0
1808,333,333,1096642,1,0,0,"['幸', '魂', '大橋', 'と', '笹目', '橋', 'の', '間']",所在地,0.1666666666666666,0.0
1809,3583,3583,2280167,1,0,0,"['40', '.', '900']",座標・緯度,0.1666666666666666,0.0
1810,7093,7093,54796,1,0,0,"['ソビエト', '連邦']",国,0.3333333333333333,0.0
1811,5364,5364,3249598,0,1,1,"['鳥取', '県', '鳥取', '市', '気高', '町']",所在地,0.8333333333333334,0.0
1812,4410,4410,27167,1,0,0,['イチャンコッペ山'],流入・流出河川,0.1666666666666666,0.0
1813,6777,6777,530799,0,1,1,"['Moliniopsis', '▁', 'japonica']",植物,0.5,0.0
1814,6769,6769,530799,1,1,1,['ミツガシワ'],植物,0.5,0.0
1815,7939,7939,687963,0,0,0,['石炭'],産業,0.1666666666666666,0.0
1816,93,93,1050701,0,0,0,"['、', '門野', '火山', '（', '地図', '）']",成因,0.1666666666666666,0.0
1817,6430,6430,443223,0,0,0,"['北緯', '2', '.', '6845', '度']",島,0.1666666666666666,0.0
1818,5698,5698,3299335,0,0,0,"['東京', '都', 'と', '埼玉', '県', 'の', '県境']",所在地,0.1666666666666666,0.0
1819,4658,4658,2966274,1,1,0,"['北緯', '36', '度', '08', '分', '11', '.', '34', '秒']",座標・緯度,0.6666666666666666,0.0
1820,4088,4088,2390786,1,0,0,"['23', '▁', 'm']",水面標高,0.3333333333333333,0.0
1821,4528,4528,27167,1,0,0,['美笛'],構成する湖沼,0.1666666666666666,0.0
1822,4542,4542,2802797,1,0,0,"['-', '54', '.', '533']",座標・緯度,0.3333333333333333,0.0
1823,3189,3189,2190009,1,0,0,['清久'],構成する湖沼,0.1666666666666666,0.0
1824,6834,6834,530799,0,0,0,"['御', '菩薩', '池']",動物,0.1666666666666666,0.0
1825,7577,7577,666291,0,0,0,['チャイニーズ・ネッシー'],別名,0.1666666666666666,0.0
1826,2432,2432,192531,1,1,1,"['561', '▁', 'ft']",平均水深,0.5,0.0
1827,3162,3162,2159741,1,1,1,"['14', ',', '570', '▁', 'ft']",水面標高,0.5,0.0
1828,4649,4649,2966274,1,0,0,['蓼'],所在地,0.1666666666666666,0.0
1829,1571,1571,1564352,1,1,1,"['68', '▁', 'm']",最大水深,0.8333333333333334,0.0
1830,5621,5621,3260984,1,0,0,"['Birket', '▁', 'Qarun']",別名,0.3333333333333333,0.0
1831,2808,2808,196428,0,0,0,"['北緯', '35', '.', '80000', '度']",島,0.1666666666666666,0.0
1832,3594,3594,2280167,1,1,1,"['淡水', '湖']",種類,0.8333333333333334,0.0
1833,5044,5044,2978850,1,1,1,"['アメリカ', 'ナマズ']",動物,0.5,0.0
1834,347,347,1096642,0,0,1,"['調節', '池']",種類,0.3333333333333333,0.0
1835,4587,4587,2802797,0,0,0,['チリ'],国,0.1666666666666666,0.0
1836,7706,7706,666576,1,1,1,['カイツブリ'],動物,0.6666666666666666,0.0
1837,4802,4802,2978850,0,0,0,['カワホトトギスガイ'],別名,0.1666666666666666,0.0
1838,15,15,1014896,1,1,1,['ヨシ'],植物,0.8333333333333334,0.0
1839,2827,2827,196428,0,1,1,"['灌漑期', '▁', '2', '.', '5', '▁', '(', 'Y', '.', 'P', '.)', '▁', '▁', 'm']",水面標高,0.5,0.0
1840,4943,4943,2978850,1,1,0,"['コロラド', '州']",湖岸の地域区分,0.5,0.0
1841,4210,4210,2493111,0,0,0,"['北方', 'に', '所在', 'し', 'て', 'いる', '「', '香林寺', '」', 'に', 'ちなん', 'だ', 'もの', 'で', 'ある']",名前の謂れ,0.1666666666666666,0.0
1842,2491,2491,192531,1,0,1,"['146', '▁', 'cu', '▁', 'mi']",貯水量,0.3333333333333333,0.0
1843,5742,5742,3299335,0,0,1,"['1729', '年']",形成時期,0.1666666666666666,0.0
1844,75,75,1050701,1,1,0,"['北緯', '34', '度', '55', '分', '46', '秒']",座標・緯度,0.6666666666666666,0.0
1845,1803,1803,159245,0,0,0,"['北緯', '44', '度']",島,0.1666666666666666,0.0
1846,8259,8259,951230,0,0,0,['南西諸島'],島,0.1666666666666666,0.0
1847,7846,7846,687963,0,1,1,"['火山', '湖']",成因,0.6666666666666666,0.0
1848,7272,7272,54796,1,0,1,['マハチカラ'],湖岸の地域区分,0.3333333333333333,0.0
1849,5475,5475,3249598,0,0,0,['Little'],動物,0.1666666666666666,0.0
1850,6872,6872,530799,1,0,0,"['宝が池', '公園']",公園,0.1666666666666666,0.0
1851,1404,1404,145876,0,0,0,"['断層', '湖']",種類,0.1666666666666666,0.0
1852,7454,7454,54796,0,0,0,"['Каспийское', '▁', 'море']",動物,0.1666666666666666,0.0
1853,398,398,1096642,0,0,0,"['羽根', '倉橋']",島,0.1666666666666666,0.0
1854,4711,4711,2966274,1,1,1,"['1', '.', '5', 'キロメートル']",周囲長,0.8333333333333334,0.0
1855,6947,6947,536433,1,0,0,"['青森', 'ヒバ']",植物,0.3333333333333333,0.0
1856,3444,3444,2267968,1,1,1,"['潟', '湖']",種類,0.8333333333333334,0.0
1857,7518,7518,54796,0,0,1,['米'],植物,0.1666666666666666,0.0
1858,744,744,1250740,0,0,0,['フランス'],国,0.1666666666666666,0.0
1859,1978,1978,1690143,1,0,0,"['1691', 'm']",水面標高,0.1666666666666666,0.0
1860,7467,7467,54796,0,0,0,['類'],動物,0.1666666666666666,0.0
1861,3142,3142,2159741,0,0,0,['ワイリー'],別名,0.1666666666666666,0.0
1862,8527,8527,960251,0,1,1,"['約', '4', 'メートル']",平均水深,0.5,0.0
1863,4336,4336,27167,0,0,0,['・'],所在地,0.1666666666666666,0.0
1864,4612,4612,2802797,0,1,1,"['645', '▁', 'km', '2']",面積,0.8333333333333334,0.0
1865,679,679,1163585,1,0,0,['上峰'],湖岸の地域区分,0.1666666666666666,0.0
1866,6403,6403,443223,1,1,1,"['北', 'スマトラ', '州']",所在地,0.6666666666666666,0.0
1867,5583,5583,3249598,0,0,0,['ホシハジロ'],別名,0.1666666666666666,0.0
1868,4848,4848,2978850,1,0,0,"['ユタ', '州', '▁', '/', '▁', 'アリゾナ', '州']",所在地,0.1666666666666666,0.0
1869,4039,4039,2390786,1,1,0,"['9', '▁', 'ha']",面積,0.8333333333333334,0.0
1870,611,611,1154671,1,1,0,"['東経', '140', '度', '14', '分', '34', '秒']",座標・経度,0.6666666666666666,0.0
1871,2813,2813,196428,1,0,0,"['東経', '140', '度', '15', '分', '0', '秒']",幅,0.1666666666666666,0.0
1872,240,240,1054775,1,0,1,['クサリカワカマス'],動物,0.3333333333333333,0.0
1873,7640,7640,666291,0,1,1,"['2', ',', '189', '.', '1', '▁', 'm']",水面標高,0.5,0.0
1874,2232,2232,183867,1,1,1,['ツツジ'],植物,0.5,0.0
1875,1162,1162,143182,1,1,0,"['北緯', '36', '度', '33', '分', '30', '秒']",座標・緯度,0.6666666666666666,0.0
1876,4007,4007,2388853,1,1,1,"['1749', '▁', 'km', '3']",貯水量,0.8333333333333334,0.0
1877,6657,6657,512545,1,0,0,"['緑岡', '暮雪']",観光地,0.1666666666666666,0.0
1878,7658,7658,666576,1,1,0,"['北緯', '36', '.', '081167', '度']",座標・緯度,0.6666666666666666,0.0
1879,254,254,1054775,0,0,0,['ウェブスター'],湖岸の地域区分,0.1666666666666666,0.0
1880,3736,3736,2354120,1,0,0,"['東経', '135', '.', '98194', '度']",幅,0.1666666666666666,0.0
1881,2335,2335,183867,0,0,0,"['東経', '139', '度', '27', '分', '44', '秒']",幅,0.1666666666666666,0.0
1882,6729,6729,530799,0,0,0,['タモロコ'],別名,0.1666666666666666,0.0
1883,5623,5623,3260984,0,0,1,['Piom'],別名,0.1666666666666666,0.0
1884,1711,1711,159245,0,0,0,"['イリノイ', '州', 'シカゴ']",所在地,0.1666666666666666,0.0
1885,3965,3965,2388853,1,0,0,"['皿ヶ嶺', '連峰', '県立', '自然', '公園', '区域']",所在地,0.1666666666666666,0.0
1886,2049,2049,172318,1,0,0,['淡水'],水質（淡水・汽水）,0.1666666666666666,0.0
1887,544,544,1114951,1,0,0,"['北緯', '25', '.', '76333', '度']",島,0.1666666666666666,0.0
1888,311,311,1079315,1,0,0,"['茨城', '県']",湖岸の地域区分,0.1666666666666666,0.0
1889,1848,1848,1594389,1,1,1,"['貧', '栄養', '湖']",種類,0.6666666666666666,0.0
1890,7346,7346,54796,0,0,0,['カスピカイアザラシ'],別名,0.1666666666666666,0.0
1891,8090,8090,838764,0,0,0,['ベッコウトンボ'],別名,0.1666666666666666,0.0
1892,5592,5592,3249598,0,0,0,"['砂丘', 'の', '発達', 'によって', '湾', 'が', '海', 'と', '切り離さ', 'れ', 'て', 'でき', 'た', '潟']",成因,0.1666666666666666,0.0
1893,4442,4442,27167,0,0,1,"['ポロピナイキャンプ', '場']",観光地,0.3333333333333333,0.0
1894,1041,1041,141263,0,0,0,['ウグイ'],別名,0.1666666666666666,0.0
1895,2722,2722,196428,0,0,0,['灌漑'],成因,0.1666666666666666,0.0
1896,832,832,1303518,0,0,0,"['東経', '167', '.', '80000', '度']",幅,0.1666666666666666,0.0
1897,5046,5046,2978850,1,0,1,['キタカワカマス'],動物,0.3333333333333333,0.0
1898,7922,7922,687963,0,1,1,"['2', '.', '5', '▁', 'm']",透明度,0.6666666666666666,0.0
1899,5498,5498,3249598,1,0,0,['ウミネコ'],構成する湖沼,0.1666666666666666,0.0
1900,2871,2871,196428,0,0,1,"['西', '印旛沼']",構成する湖沼,0.1666666666666666,0.0
1901,6311,6311,435939,0,0,0,['鯉'],別名,0.1666666666666666,0.0
1902,115,115,1050701,0,0,1,"['ぬ', 'まい', 'け']",構成する湖沼,0.3333333333333333,0.0
1903,7866,7866,687963,0,0,0,"['約', '1']",長さ,0.1666666666666666,0.0
1904,3226,3226,2197972,1,1,0,"['東経', '136', '度', '48', '分', '50', '秒']",座標・経度,0.6666666666666666,0.0
1905,2269,2269,183867,0,0,1,['レイクトラウト'],動物,0.1666666666666666,0.0
1906,253,253,1054775,0,0,0,"['木綿', '工場']",産業,0.1666666666666666,0.0
1907,5763,5763,3323513,1,1,0,"['ギプス', 'コア', '県']",湖岸の地域区分,0.8333333333333334,0.0
1908,6850,6850,530799,0,0,1,"['ハナ', 'アブ']",動物,0.1666666666666666,0.0
1909,7227,7227,54796,1,0,0,"['ソビエト', '社会', '主義', '共和', '国']",国,0.1666666666666666,0.0
1910,1185,1185,143182,0,1,1,"['断層', '性', '構造', '湖']",種類,0.5,0.0
1911,3052,3052,2040069,0,0,0,['シマウマ'],別名,0.1666666666666666,0.0
1912,8271,8271,951230,1,1,0,['ボラ'],動物,0.6666666666666666,0.0
1913,2513,2513,192531,0,0,0,"['ft', ')[', '2', ']', '水量', '607']",成因,0.1666666666666666,0.0
1914,2199,2199,183867,0,0,0,['湖沼'],種類,0.1666666666666666,0.0
1915,1477,1477,145876,1,0,0,"['東経', '140']",幅,0.1666666666666666,0.0
1916,6903,6903,536433,1,1,1,['淡水'],水質（淡水・汽水）,0.8333333333333334,0.0
1917,7441,7441,54796,0,0,0,['石油'],産業,0.1666666666666666,0.0
1918,3559,3559,2280167,1,0,0,['マケドニア'],国,0.1666666666666666,0.0
1919,5320,5320,312243,1,0,1,['ロニャック'],湖岸の地域区分,0.3333333333333333,0.0
1920,4596,4596,2802797,0,0,0,"['ティエラ・デル・フエゴ', '州']",所在地,0.1666666666666666,0.0
1921,657,657,1163585,0,0,0,"['古く', 'から', '高']",別名,0.1666666666666666,0.0
1922,198,198,1054775,1,0,0,"['13', 'ft']",水面標高,0.1666666666666666,0.0
1923,7109,7109,54796,0,0,1,['ロシア'],国,0.3333333333333333,0.0
1924,8250,8250,951230,1,0,0,"['低', '島']",島,0.1666666666666666,0.0
1925,4805,4805,2978850,0,0,0,['イガイ'],別名,0.1666666666666666,0.0
1926,6912,6912,536433,0,0,0,['カモ'],別名,0.1666666666666666,0.0
1927,1331,1331,143182,0,0,0,"['湖', '＋', '霧', '＋', '紅葉', '＋', '青空']",湖岸の地域区分,0.1666666666666666,0.0
1928,440,440,1114951,1,1,1,['中国'],国,0.8333333333333334,0.0
1929,3835,3835,2378497,0,0,0,"['西経', '19']",座標・経度,0.1666666666666666,0.0
1930,4382,4382,27167,0,1,1,"['40', '.', '4', '▁', '▁', 'km']",周囲長,0.8333333333333334,0.0
1931,8322,8322,951230,0,0,0,['南'],動物,0.1666666666666666,0.0
1932,1924,1924,1681249,1,0,0,"['1933', '年']",形成時期,0.1666666666666666,0.0
1933,1882,1882,1681249,1,1,0,"['淡水', '湖']",種類,0.5,0.0
1934,2721,2721,196428,0,0,0,"['指定', '湖沼']",種類,0.1666666666666666,0.0
1935,2029,2029,172318,1,1,0,"['東経', '143', '度', '52', '分', '33', '秒']",座標・経度,0.6666666666666666,0.0
1936,4157,4157,2433098,1,1,1,['沼'],種類,0.8333333333333334,0.0
1937,399,399,1096642,0,0,0,"['羽根', '倉橋']",島,0.1666666666666666,0.0
1938,2298,2298,183867,0,0,0,['博物館'],観光地,0.1666666666666666,0.0
1939,2776,2776,196428,0,1,1,"['2', '.', '5', '▁', 'm']",最大水深,0.6666666666666666,0.0
1940,547,547,1114951,1,0,0,"['北緯', '25', '.', '76333', '度']",島,0.1666666666666666,0.0
1941,787,787,1303518,1,0,0,"['ニュージーランド', 'の', '南島', 'の', '南西', '隅']",所在地,0.3333333333333333,0.0
1942,4762,4762,2966274,1,0,0,"['水力', '発電']",産業,0.3333333333333333,0.0
1943,7199,7199,54796,1,0,0,['トルクメニスタン'],国,0.3333333333333333,0.0
1944,3969,3969,2388853,1,0,0,['33'],座標・緯度,0.1666666666666666,0.0
1945,1533,1533,1463539,0,0,0,['円'],別名,0.1666666666666666,0.0
1946,3431,3431,2267968,0,0,0,"['山陰', '海岸', '国立', '公園']",所在地,0.1666666666666666,0.0
1947,6936,6936,536433,1,0,1,['鶴の舞橋'],橋・トンネル,0.3333333333333333,0.0
1948,69,69,1050701,0,0,0,"['南東', 'から', '北西']",所在地,0.1666666666666666,0.0
1949,2069,2069,172318,1,1,1,"['オンネトシュ', '別', '川']",流入・流出河川,0.5,0.0
1950,4843,4843,2978850,0,0,0,"['カリフォルニア', '州']",所在地,0.1666666666666666,0.0
1951,4348,4348,27167,1,1,0,"['東経', '141', '度', '20', '分', '0', '秒']",座標・経度,0.6666666666666666,0.0
1952,7568,7568,604174,1,1,0,"['東経', '140', '.', '317111', '度']",座標・経度,0.5,0.0
1953,7595,7595,666291,1,1,0,"['北緯', '42', '度', '00', '分', '22', '秒']",座標・緯度,0.6666666666666666,0.0
1954,5936,5936,3550700,0,1,1,"['サスカチュワン', '州', '北部']",所在地,0.8333333333333334,0.0
1955,3766,3766,2358976,0,0,0,['カル'],種類,0.1666666666666666,0.0
1956,4882,4882,2978850,0,0,0,['キャニオン'],流入・流出河川,0.1666666666666666,0.0
1957,7689,7689,666576,1,1,0,['クロモ'],動物,0.6666666666666666,0.0
1958,8202,8202,881742,0,0,0,['林業'],動物,0.1666666666666666,0.0
1959,28,28,1014896,1,0,0,['アンペライ'],動物,0.3333333333333333,0.0
1960,3495,3495,2267968,1,0,0,['養殖'],産業,0.1666666666666666,0.0
1961,6607,6607,512545,1,1,0,"['東経', '140', '度', '27', '分', '35', '秒']",座標・経度,0.6666666666666666,0.0
1962,7242,7242,54796,0,0,0,"['41', '.', '667']",島,0.1666666666666666,0.0
1963,8289,8289,951230,1,0,0,['シオニラ'],動物,0.3333333333333333,0.0
1964,2780,2780,196428,1,0,0,['コスモス'],動物,0.3333333333333333,0.0
1965,3412,3412,2255681,1,0,0,"[')', '▁', '[', '3', ']', '凍結', '9', '月']",水面標高,0.1666666666666666,0.0
1966,828,828,1303518,0,0,0,['サウス'],動物,0.1666666666666666,0.0
1967,8589,8589,97785,1,0,0,"['氷河', 'によって', '削ら', 'れ', 'て', '形成', 'さ', 'れ', 'た', 'と', '言わ', 'れ', 'て', 'いる']",成因,0.3333333333333333,0.0
1968,2015,2015,172318,0,0,1,['北海道'],所在地,0.1666666666666666,0.0
1969,3515,3515,2267968,1,1,0,"['東経', '134', '.', '89944', '度']",座標・経度,0.6666666666666666,0.0
1970,1862,1862,1594389,0,0,1,"['約', '200', 'm']",幅,0.1666666666666666,0.0
1971,1095,1095,141263,1,0,1,"['鷹架', '村']",湖岸の地域区分,0.3333333333333333,0.0
1972,643,643,1163585,0,1,1,"['埼玉', '県', 'さいたま', '市']",所在地,0.8333333333333334,0.0
