text,attribute,model answer,model choise,answer
ナマケモノ,動物,0,crowd,0
コンゴ共和国,国,0,crowd,0
中栄養湖透明度,種類,0,crowd,0
石油,産業,0,crowd,0
南島,島,0,crowd,0
沼池,動物,0,crowd,0
東経127.84417度,座標・経度,0,annotator,0
853m,水面標高,1,crowd,1
北緯35度01分46秒,座標・緯度,1,crowd,0
北緯36.59806度,島,0,annotator,0
101.64417,座標・経度,0,crowd,0
茨城県取手市,湖岸の地域区分,0,crowd,0
西経19.833度,座標・経度,0,annotator,0
ヴィトロル,湖岸の地域区分,1,crowd,1
東スオミ州,湖岸の地域区分,0,crowd,0
堰止湖,種類,1,crowd,0
4.6▁m,透明度,1,crowd,1
"3,000m",最大水深,0,crowd,0
フラミンゴ,別名,0,crowd,0
上北郡六ヶ所村,所在地,1,crowd,1
東経14,幅,0,crowd,0
ワイアウ川,流入・流出河川,1,crowd,1
人工湖,成因,0,crowd,0
カワホトトギスガイ,別名,0,crowd,0
汽水湖,水質（淡水・汽水）,1,crowd,0
"1,450▁sq▁mi",面積,1,crowd,1
東経134.0939722度,座標・経度,0,annotator,0
サスカチュワン州,湖岸の地域区分,0,crowd,0
"1,900▁mi",周囲長,0,crowd,1
ため池百選,種類,0,crowd,0
カールーン湖,別名,0,crowd,0
Black,別名,0,crowd,0
ガージャール朝,国,0,crowd,1
3900万立方メートル,貯水量,1,crowd,1
Μεγάλη▁Πρέσ,別名,0,crowd,0
農具川,流入・流出河川,1,crowd,1
132.74306,座標・経度,1,crowd,0
自然湖,種類,1,crowd,1
アゼルバイジャン・ソビエト社会主義共和国,国,1,crowd,1
ヤルンツァンポ川を渡り,所在地,0,crowd,0
あざみぬま,読み,1,crowd,1
キャンプ,動物,0,crowd,0
ヘラブナ,動物,1,crowd,1
漁業,産業,1,crowd,0
水戸芸術館,観光地,0,crowd,0
小林沼,別名,0,crowd,0
磐梯吾妻スカイライン,観光地,0,crowd,0
町,湖岸の地域区分,0,crowd,0
鳥子川,流入・流出河川,1,crowd,1
東経136度48分50秒,幅,0,annotator,0
いけのだいら,読み,1,crowd,1
支笏湖温泉,観光地,1,crowd,1
湖,種類,1,crowd,1
六ヶ所村海水漁協が有し,名前の謂れ,0,crowd,0
カナダ,国,1,crowd,0
厚岸郡浜中町,湖岸の地域区分,0,crowd,0
富山県南砺市西原,所在地,1,crowd,1
人造湖,形成時期,0,crowd,0
北緯48度00分,島,0,annotator,0
東経143度52分33秒,座標・経度,0,annotator,0
ンサイ・パン国立公園,公園,1,crowd,1
トモエガモ,別名,0,crowd,0
芦田,湖岸の地域区分,0,crowd,0
白鳥,動物,1,crowd,1
ニカラグアこ,読み,1,crowd,1
調節池,種類,0,crowd,1
ツ,所在地,0,crowd,0
最長径164km,長さ,0,crowd,1
昭和45年,形成時期,0,crowd,0
0.9▁km3,貯水量,1,crowd,1
水明郷,観光地,1,crowd,1
コンゴ川,流入・流出河川,1,crowd,1
ブナ,植物,1,crowd,0
ヴァン,湖岸の地域区分,0,crowd,1
人工島,島,1,crowd,0
2.5[1]▁m,透明度,1,crowd,1
北緯43度18分0秒,島,0,annotator,0
ヒメマス,動物,1,crowd,1
カザフ・ソビエト社会主義共和国,国,1,crowd,1
イワシ,別名,0,crowd,0
形態,動物,0,crowd,0
ニアリ,国,0,crowd,0
泥炭,動物,0,crowd,0
100〜500▁m,幅,1,crowd,1
660,水面標高,0,crowd,0
Мало▁Преспанско▁езеро,別名,0,crowd,0
東経131度15分23秒,幅,0,annotator,0
チョウザメ,動物,1,crowd,0
深,観光地,0,crowd,0
アカマツ,植物,1,crowd,0
堰止湖,成因,1,crowd,1
淡水,水質（淡水・汽水）,0,crowd,0
ユタ州,湖岸の地域区分,1,crowd,0
ニホンイシガメ,別名,0,crowd,0
風蓮川,流入・流出河川,1,crowd,1
年前に起きた激しい水蒸気爆発によってできたマール,成因,0,crowd,0
香林寺池▁風の子公園,観光地,0,crowd,0
101.64417,座標・経度,0,crowd,0
漁業,産業,0,crowd,0
約40km,幅,1,crowd,0
淡水,種類,0,crowd,0
北緯36.06806度,島,0,annotator,0
ヒシ,植物,1,crowd,1
136.881222,幅,0,crowd,0
戸田市,湖岸の地域区分,0,crowd,0
昭和10年,形成時期,0,crowd,0
北岸東部のキングストン、北岸西部のトロント、西岸のハミルトン、南岸中央部のロチェスターなどがある,所在地,0,crowd,0
"5,380▁ft",水面標高,1,crowd,1
堰止湖,形成時期,0,crowd,0
メリテリウム,別名,0,crowd,0
華厳滝,構成する湖沼,0,crowd,0
氷河の後退によって形成された,成因,1,crowd,0
十,島,0,crowd,0
日橋川,流入・流出河川,1,crowd,1
東経137.84333度,座標・経度,0,annotator,0
千葉県我孫子市,湖岸の地域区分,0,crowd,0
ザカスピ州,湖岸の地域区分,1,crowd,1
利根川,流入・流出河川,0,crowd,0
ベッコウトンボ,別名,0,crowd,0
ルツェルン州,所在地,0,crowd,0
ニュージーランドの南島の南西,国内位置,0,crowd,0
フレヴォラント州,湖岸の地域区分,1,crowd,1
南岸は、ニューオーリンズとその郊外の都市、メテリー、ケナーに接しており、また北岸はマンデヴィル、コヴィントン、マディソンヴィルと接する。北東部はスライデルに接している,所在地,0,crowd,0
帰帆,観光地,0,crowd,0
ミシガン州,湖岸の地域区分,1,crowd,1
ロシア,国,0,crowd,0
小プレスパ湖,構成する湖沼,0,crowd,1
グレン,流入・流出河川,0,crowd,0
東経5度06分50秒,幅,0,crowd,0
コイ,別名,0,crowd,0
道場,湖岸の地域区分,0,crowd,0
イワナ,動物,1,crowd,1
0.23[1]▁km2,面積,1,crowd,1
北印旛沼,構成する湖沼,0,crowd,1
トルコ,国,0,crowd,0
281▁m,水面標高,1,crowd,1
れた,成因,0,crowd,0
北緯34.92944度,島,0,crowd,0
イラン,国,0,crowd,1
小池公園,公園,1,crowd,0
490▁ft,最大水深,1,crowd,0
御池,別名,0,crowd,0
-,座標・経度,0,crowd,0
43.63667,島,0,crowd,0
ーぷる,観光地,0,crowd,0
ニカラグア,国,0,crowd,0
トリニダード,島,0,crowd,0
千歳川,流入・流出河川,1,crowd,1
-87致命的,幅,0,crowd,0
タトワン,湖岸の地域区分,1,crowd,1
北緯38.633度,島,0,annotator,0
東経135.98194度,座標・経度,0,annotator,0
36.081167,座標・緯度,1,crowd,0
千波公園,公園,1,crowd,1
シェデット,湖岸の地域区分,1,crowd,1
140.100,幅,0,crowd,0
東経84.000度,座標・経度,1,crowd,0
43.44583,座標・緯度,1,crowd,0
パー,観光地,0,crowd,0
リュウキュアマモ,動物,1,crowd,0
北緯36.93611度,座標・緯度,0,annotator,0
ブリティッシュコロンビア州とアルバータ州との州境が,所在地,0,crowd,0
期,形成時期,0,crowd,0
あわせひがた,読み,1,crowd,1
ポン＝ド＝ブーク市,湖岸の地域区分,1,crowd,0
ナマズ,動物,1,crowd,1
スズキ,動物,1,crowd,1
S.,動物,0,crowd,0
アゼルバイジャン,国,0,crowd,0
伊予市,湖岸の地域区分,0,crowd,0
290ha,面積,1,crowd,1
日本,国,1,crowd,0
東経136.881222度,幅,0,annotator,0
淡水,水質（淡水・汽水）,1,crowd,0
ジュンサイ,植物,1,crowd,1
360万年前,形成時期,1,crowd,0
泰澄大師が,名前の謂れ,0,crowd,0
ろがいけ,別名,0,crowd,0
湖沼,種類,1,crowd,1
43.,座標・緯度,0,crowd,0
北緯34度55分46秒,座標・緯度,0,annotator,0
貯水池,種類,0,crowd,0
沼,種類,1,crowd,1
オオハクチョウ,別名,0,crowd,0
約1.0ｍ程度,平均水深,1,crowd,1
滝,構成する湖沼,0,crowd,0
Saint-Mitre-les-Remparts,湖岸の地域区分,0,crowd,1
"1,540[3]▁▁m成因人造湖淡水",水面標高,0,crowd,0
シベリア,動物,0,crowd,0
43.5平方キロ,面積,1,crowd,0
サンアルピナ鹿島槍スキー場,観光地,1,crowd,1
沼池,種類,0,crowd,0
"2,247▁km2",面積,1,crowd,1
昭和40年代,形成時期,0,crowd,0
湿地,動物,0,crowd,0
